"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"04025","534","640","154","103","673","244","1035","58","81","06-12-2020 11:00:04"
"04026","540","675","149","83","637","346","1076","59","80","06-12-2020 11:00:04"
"04027","625","711","178","110","774","274","1078","101","157","06-12-2020 11:00:04"
"04028","620","710","170","100","690","370","1123","63","144","06-12-2020 11:00:04"
"04029","502","613","136","79","541","359","996","35","84","06-12-2020 11:00:04"
"04030","828","1019","273","134","875","565","1640","80","127","06-12-2020 11:00:04"
"04031","960","960","223","166","1108","423","1386","102","432","06-12-2020 11:00:04"
"04032","691","847","174","120","823","421","1375","34","129","06-12-2020 11:00:04"
"04033","529","623","141","90","614","307","1000","51","101","06-12-2020 11:00:04"
"04034","710","765","153","121","687","514","1346","48","81","06-12-2020 11:00:04"
"04035","618","756","166","96","693","419","1217","44","113","06-12-2020 11:00:04"
"04036","788","945","236","149","897","451","1457","69","207","06-12-2020 11:00:04"
"04037","966","1128","222","190","1089","593","1779","70","245","06-12-2020 11:00:04"
"04038","588","679","132","97","655","383","1120","25","122","06-12-2020 11:00:04"
"04039","561","643","148","100","708","248","992","48","164","06-12-2020 11:00:04"
"04040","779","829","232","148","941","287","1240","76","292","06-12-2020 11:00:04"
"04041","636","721","147","107","801","302","1067","52","238","06-12-2020 11:00:04"
"04042","820","953","159","121","1001","492","1441","60","272","06-12-2020 11:00:04"
"04043","746","867","157","122","787","547","1490","39","84","06-12-2020 11:00:04"
"04044","744","845","172","115","900","402","1386","53","150","06-12-2020 11:00:04"
"04045","661","759","179","117","734","390","1195","65","160","06-12-2020 11:00:04"
"04046","1168","1257","297","203","1150","775","2211","87","127","06-12-2020 11:00:04"
"04047","868","994","234","178","966","484","1640","79","143","06-12-2020 11:00:04"
"04048","693","801","156","126","782","430","1344","52","98","06-12-2020 11:00:04"
"04049","540","625","166","153","579","267","978","72","115","06-12-2020 11:00:04"
"04050","963","1057","319","187","925","589","1829","87","104","06-12-2020 11:00:04"
"04051","724","917","242","184","813","402","1431","88","122","06-12-2020 11:00:04"
"04052","998","1217","316","258","995","646","1899","133","183","06-12-2020 11:00:04"
"04053","805","881","224","205","955","302","1188","154","344","06-12-2020 11:00:04"
"04054","469","536","153","102","451","299","864","54","87","06-12-2020 11:00:04"
"04055","729","783","252","203","694","363","1156","234","122","06-12-2020 11:00:04"
"04056","840","931","267","249","874","381","1265","195","311","06-12-2020 11:00:04"
"04084","625","733","179","125","626","428","1210","45","103","06-12-2020 11:00:04"
"05001","909","888","301","208","1074","214","1474","210","113","06-12-2020 11:00:04"
"05002","779","817","277","189","816","314","1373","165","58","06-12-2020 11:00:04"
"05003","684","709","251","161","764","217","1198","127","68","06-12-2020 11:00:04"
"05004","474","657","174","159","484","314","956","61","114","06-12-2020 11:00:04"
"05005","613","636","188","217","588","256","921","148","180","06-12-2020 11:00:04"
"05006","886","914","306","294","820","380","1476","192","132","06-12-2020 11:00:04"
"05007","936","895","257","184","985","405","1445","158","228","06-12-2020 11:00:04"
"05008","788","902","295","195","838","362","1475","114","101","06-12-2020 11:00:04"
"05009","780","944","278","187","872","387","1469","132","123","06-12-2020 11:00:04"
"05010","729","816","267","175","751","352","1335","122","88","06-12-2020 11:00:04"
"05011","642","778","236","145","746","293","1229","101","90","06-12-2020 11:00:04"
"05012","613","748","217","149","724","271","1189","93","79","06-12-2020 11:00:04"
"05013","800","886","282","172","902","330","1465","127","94","06-12-2020 11:00:04"
"05014","747","857","290","145","780","389","1344","156","104","06-12-2020 11:00:04"
"05015","705","859","306","170","772","316","1358","115","91","06-12-2020 11:00:04"
"05016","853","1023","367","208","958","343","1595","124","157","06-12-2020 11:00:04"
"05017","724","841","266","193","757","349","1371","110","84","06-12-2020 11:00:04"
"05018","570","678","196","148","603","301","1085","74","89","06-12-2020 11:00:04"
"05019","773","930","313","195","808","387","1502","79","122","06-12-2020 11:00:04"
"05020","524","625","144","139","615","251","992","48","109","06-12-2020 11:00:04"
"05021","617","703","231","185","644","260","1081","70","169","06-12-2020 11:00:04"
"05022","783","979","297","183","824","458","1591","64","107","06-12-2020 11:00:04"
"05023","678","811","241","146","773","329","1299","80","110","06-12-2020 11:00:04"
"05024","892","1040","319","249","910","454","1718","109","105","06-12-2020 11:00:04"
"05025","613","696","201","180","645","283","1143","48","118","06-12-2020 11:00:04"
"05026","673","739","235","190","679","308","1298","62","52","06-12-2020 11:00:04"
"05027","672","748","246","205","669","300","1293","67","60","06-12-2020 11:00:04"
"05028","810","834","281","203","846","314","1436","86","122","06-12-2020 11:00:04"
"05029","782","847","287","248","775","319","1492","77","60","06-12-2020 11:00:04"
"05030","644","751","235","216","644","300","1307","32","56","06-12-2020 11:00:04"
"05031","783","859","239","263","736","404","1440","98","104","06-12-2020 11:00:04"
"05032","856","990","274","263","883","426","1448","173","225","06-12-2020 11:00:04"
"05033","683","749","278","168","708","278","1211","102","119","06-12-2020 11:00:04"
"05034","641","691","278","151","642","261","1044","71","217","06-12-2020 11:00:04"
"05035","507","538","116","110","483","336","969","26","50","06-12-2020 11:00:04"
"05036","807","914","285","240","804","392","1542","86","93","06-12-2020 11:00:04"
"05037","646","822","233","198","709","328","1289","51","128","06-12-2020 11:00:04"
"05038","618","742","169","134","753","304","1082","97","181","06-12-2020 11:00:04"
"05039","723","820","252","190","708","393","1431","38","74","06-12-2020 11:00:04"
"05040","649","786","222","144","788","281","1210","93","132","06-12-2020 11:00:04"
"05041","949","1002","252","198","1152","349","1448","147","356","06-12-2020 11:00:04"
"05042","600","688","167","121","706","294","1107","59","122","06-12-2020 11:00:04"
"05043","661","803","196","161","834","273","1224","92","148","06-12-2020 11:00:04"
"05044","589","735","211","118","731","264","1141","68","115","06-12-2020 11:00:04"
"05045","730","905","274","219","809","333","1487","66","82","06-12-2020 11:00:04"
"05046","500","645","150","135","497","363","1077","34","34","06-12-2020 11:00:04"
"05047","560","689","220","145","625","259","1149","53","47","06-12-2020 11:00:04"
"05048","561","696","180","154","658","265","1129","51","77","06-12-2020 11:00:04"
"05049","749","926","249","224","829","373","1496","73","106","06-12-2020 11:00:04"
"05050","764","872","225","181","881","349","1433","70","133","06-12-2020 11:00:04"
"05051","742","868","235","238","783","354","1440","59","111","06-12-2020 11:00:04"
"05052","636","803","217","195","701","326","1312","59","68","06-12-2020 11:00:04"
"05053","698","802","194","222","728","356","1333","88","79","06-12-2020 11:00:04"
"05054","468","589","136","143","521","257","903","65","89","06-12-2020 11:00:04"
"05055","643","761","200","212","661","331","1257","48","99","06-12-2020 11:00:04"
"05056","516","706","162","138","590","332","1025","70","127","06-12-2020 11:00:04"
"05057","783","887","176","219","817","458","1441","65","164","06-12-2020 11:00:04"
"05058","724","857","234","197","775","375","1299","112","170","06-12-2020 11:00:04"
"05059","686","873","211","173","810","365","1327","102","130","06-12-2020 11:00:04"
"05060","510","659","172","158","581","258","961","104","104","06-12-2020 11:00:04"
"05061","646","831","142","119","904","312","1164","116","197","06-12-2020 11:00:04"
"05062","717","934","226","202","866","357","1388","116","147","06-12-2020 11:00:04"
"05063","704","864","231","154","841","342","1370","90","108","06-12-2020 11:00:04"
"05064","708","912","197","174","898","351","1330","113","177","06-12-2020 11:00:04"
"05065","760","908","226","179","901","362","1338","139","191","06-12-2020 11:00:04"
"05066","602","742","162","165","705","312","1113","73","158","06-12-2020 11:00:04"
"05067","577","697","173","135","645","321","1096","83","95","06-12-2020 11:00:04"
"05068","691","828","223","136","847","313","1262","118","139","06-12-2020 11:00:04"
"05069","820","947","273","176","992","326","1521","113","133","06-12-2020 11:00:04"
"05070","653","817","190","157","804","319","1211","123","136","06-12-2020 11:00:04"
"05071","723","930","211","170","925","347","1321","140","192","06-12-2020 11:00:04"
"05072","766","969","248","191","893","403","1496","91","148","06-12-2020 11:00:04"
"05073","727","880","202","152","896","357","1348","113","146","06-12-2020 11:00:04"
"05074","780","903","224","207","850","402","1470","96","117","06-12-2020 11:00:04"
"05075","808","1052","266","208","956","430","1586","136","138","06-12-2020 11:00:04"
"05076","645","780","212","121","750","342","1231","93","101","06-12-2020 11:00:04"
"05077","667","790","215","203","748","291","1294","76","87","06-12-2020 11:00:04"
"05078","974","1126","338","286","1069","407","1858","105","137","06-12-2020 11:00:04"
"05079","583","692","161","146","694","274","1094","80","101","06-12-2020 11:00:04"
"05080","637","756","170","148","791","284","1160","116","117","06-12-2020 11:00:04"
"05081","736","886","241","186","861","334","1345","111","166","06-12-2020 11:00:04"
"05082","745","913","214","164","955","325","1385","130","143","06-12-2020 11:00:04"
"05083","593","700","156","119","730","288","1100","90","103","06-12-2020 11:00:04"
"05084","594","750","164","132","743","305","1101","117","126","06-12-2020 11:00:04"
"05085","640","711","199","137","762","253","1110","105","136","06-12-2020 11:00:04"
"05086","620","726","189","136","756","265","1109","111","126","06-12-2020 11:00:04"
"05087","734","879","198","178","901","336","1351","90","172","06-12-2020 11:00:04"
"05088","862","903","210","220","962","373","1476","96","193","06-12-2020 11:00:04"
"05089","873","933","277","169","989","371","1501","141","164","06-12-2020 11:00:04"
"05090","899","1030","246","176","1102","405","1536","206","187","06-12-2020 11:00:04"
"05091","692","867","211","150","842","356","1322","128","109","06-12-2020 11:00:04"
"05092","764","884","201","207","882","358","1442","82","124","06-12-2020 11:00:04"
"05093","482","634","145","124","594","253","978","55","83","06-12-2020 11:00:04"
"05094","1214","1514","411","327","1368","622","2387","154","187","06-12-2020 11:00:04"
"05095","759","942","248","191","875","387","1429","101","171","06-12-2020 11:00:04"
"05096","515","643","160","103","649","246","962","77","119","06-12-2020 11:00:04"
"05097","775","862","275","157","884","321","1378","140","119","06-12-2020 11:00:04"
"05098","709","877","189","149","887","361","1284","110","192","06-12-2020 11:00:04"
"06001","528","725","153","109","701","290","960","118","175","06-12-2020 11:00:04"
"06002","708","846","173","152","868","361","1205","115","234","06-12-2020 11:00:04"
"06003","1123","1202","303","177","1370","475","1844","204","277","06-12-2020 11:00:04"
"06004","716","740","181","124","833","318","1222","94","140","06-12-2020 11:00:04"
"06006","489","533","138","108","541","235","910","52","60","06-12-2020 11:00:04"
"06007","886","1011","278","185","1103","331","1607","100","190","06-12-2020 11:00:04"
"06008","896","1128","254","196","1105","469","1679","116","229","06-12-2020 11:00:04"
"06009","609","695","201","144","683","276","1116","95","93","06-12-2020 11:00:04"
"06010","512","573","129","105","568","283","897","60","128","06-12-2020 11:00:04"
"06011","632","699","167","146","677","341","1196","66","69","06-12-2020 11:00:04"
"06012","562","624","151","95","603","337","977","102","107","06-12-2020 11:00:04"
"06013","847","974","205","176","1094","346","1438","143","240","06-12-2020 11:00:04"
"06014","664","790","175","130","774","375","1218","87","149","06-12-2020 11:00:04"
"06015","685","767","193","117","867","275","1157","75","220","06-12-2020 11:00:04"
"06016","765","869","224","159","977","274","1282","98","254","06-12-2020 11:00:04"
"06017","639","716","177","118","777","283","1132","96","127","06-12-2020 11:00:04"
"06018","643","709","165","83","841","263","1016","182","154","06-12-2020 11:00:04"
"06019","705","802","181","146","864","316","1222","115","170","06-12-2020 11:00:04"
"06020","544","633","135","85","676","281","911","88","178","06-12-2020 11:00:04"
"06021","642","748","202","127","720","341","1179","79","132","06-12-2020 11:00:04"
"06022","699","678","148","188","731","310","1065","122","190","06-12-2020 11:00:04"
"06023","599","711","159","103","625","423","1223","46","41","06-12-2020 11:00:04"
"06024","788","954","232","138","916","456","1457","116","169","06-12-2020 11:00:04"
"06025","636","774","186","121","719","384","1287","37","86","06-12-2020 11:00:04"
"06026","474","558","103","82","566","281","863","65","104","06-12-2020 11:00:04"
"06027","534","684","152","123","638","305","1032","70","116","06-12-2020 11:00:04"
"06028","652","690","160","97","829","256","1051","120","171","06-12-2020 11:00:04"
"06029","603","683","120","84","752","330","1027","116","143","06-12-2020 11:00:04"
"06030","645","701","149","90","859","248","1036","166","144","06-12-2020 11:00:04"
"06031","504","614","93","65","731","229","862","149","107","06-12-2020 11:00:04"
"06032","515","636","145","75","685","246","965","93","93","06-12-2020 11:00:04"
"06033","583","722","136","103","798","268","1047","151","107","06-12-2020 11:00:04"
"06034","554","679","140","91","733","269","989","112","132","06-12-2020 11:00:04"
"06035","492","582","105","92","617","260","880","96","98","06-12-2020 11:00:04"
"06036","651","837","169","146","772","401","1207","109","172","06-12-2020 11:00:04"
"06037","539","606","162","127","613","243","910","113","122","06-12-2020 11:00:04"
"06038","648","841","177","134","872","306","1205","169","115","06-12-2020 11:00:04"
"06039","727","875","157","107","1081","257","1136","270","196","06-12-2020 11:00:04"
"06040","714","954","173","146","971","378","1285","187","196","06-12-2020 11:00:04"
"06041","790","960","225","174","1010","341","1363","194","193","06-12-2020 11:00:04"
"06042","799","894","231","150","1015","297","1299","199","195","06-12-2020 11:00:04"
"06043","598","682","159","131","756","234","902","191","187","06-12-2020 11:00:04"
"06044","741","835","182","166","936","292","1136","194","246","06-12-2020 11:00:04"
"06045","605","697","154","87","873","188","898","204","200","06-12-2020 11:00:04"
"06046","528","623","125","95","737","194","825","171","155","06-12-2020 11:00:04"
"06047","559","681","126","94","830","190","867","221","152","06-12-2020 11:00:04"
"06048","660","758","139","124","937","218","939","216","263","06-12-2020 11:00:04"
"06049","516","649","136","97","718","214","847","153","165","06-12-2020 11:00:04"
"06050","615","704","149","83","874","213","924","202","193","06-12-2020 11:00:04"
"06051","552","706","143","103","796","216","923","158","177","06-12-2020 11:00:04"
"06052","682","833","166","120","938","291","1154","203","158","06-12-2020 11:00:04"
"06053","680","823","177","111","930","285","1123","200","180","06-12-2020 11:00:04"
"06054","787","839","203","118","1037","268","1188","219","219","06-12-2020 11:00:04"
"06055","646","809","162","102","922","269","1119","163","173","06-12-2020 11:00:04"
"06056","723","850","164","109","1094","206","1140","248","185","06-12-2020 11:00:04"
"06057","679","871","164","103","1010","273","1128","206","216","06-12-2020 11:00:04"
"06058","775","945","165","117","1158","280","1248","203","269","06-12-2020 11:00:04"
"06059","711","808","152","131","921","315","1212","168","139","06-12-2020 11:00:04"
"06060","827","955","184","149","1142","307","1362","221","199","06-12-2020 11:00:04"
"06061","617","685","128","93","807","274","1043","117","142","06-12-2020 11:00:04"
"06062","563","659","135","96","719","272","966","114","142","06-12-2020 11:00:04"
"06063","678","820","170","130","926","272","1158","156","184","06-12-2020 11:00:04"
"06064","873","1065","224","173","1103","438","1582","169","187","06-12-2020 11:00:04"
"06065","548","631","135","98","653","293","993","92","94","06-12-2020 11:00:04"
"06066","429","554","111","49","603","220","795","96","92","06-12-2020 11:00:04"
"06067","807","981","180","132","1130","346","1377","193","218","06-12-2020 11:00:04"
"06068","686","878","176","139","912","337","1251","148","165","06-12-2020 11:00:04"
"06069","496","589","104","86","661","234","862","102","121","06-12-2020 11:00:04"
"06070","800","1048","200","125","1114","409","1426","157","265","06-12-2020 11:00:04"
"06071","514","593","98","117","635","257","899","78","130","06-12-2020 11:00:04"
"06072","759","889","178","150","867","453","1418","95","135","06-12-2020 11:00:04"
"06073","625","759","105","114","795","370","1163","75","146","06-12-2020 11:00:04"
"06074","562","592","133","101","691","229","889","104","161","06-12-2020 11:00:04"
"06075","523","575","118","81","552","347","974","47","77","06-12-2020 11:00:04"
"06076","639","675","161","105","654","394","1125","64","125","06-12-2020 11:00:04"
"06077","539","659","142","105","735","216","961","69","168","06-12-2020 11:00:04"
"06078","616","702","137","105","842","234","997","147","174","06-12-2020 11:00:04"
"06079","498","638","131","93","650","262","919","108","109","06-12-2020 11:00:04"
"06080","553","631","135","108","623","318","1010","59","115","06-12-2020 11:00:04"
"06081","604","730","152","99","794","289","1083","108","143","06-12-2020 11:00:04"
"06082","1313","1382","301","245","1712","437","1801","221","673","06-12-2020 11:00:04"
"06083","835","903","194","128","946","470","1528","95","115","06-12-2020 11:00:04"
"06084","669","833","178","118","882","324","1246","97","159","06-12-2020 11:00:04"
"06085","564","705","151","116","667","335","1091","93","85","06-12-2020 11:00:04"
"06086","469","517","119","68","530","269","882","52","52","06-12-2020 11:00:04"
"06087","862","1020","215","127","886","654","1717","50","115","06-12-2020 11:00:04"
"06088","556","694","149","104","670","327","1093","67","90","06-12-2020 11:00:04"
"07001","721","881","164","132","770","536","1427","53","122","06-12-2020 11:00:04"
"07002","517","640","112","85","646","314","1008","53","96","06-12-2020 11:00:04"
"07003","601","716","184","107","750","276","1057","90","170","06-12-2020 11:00:04"
"07004","717","818","160","139","891","345","1164","100","271","06-12-2020 11:00:04"
"07005","695","773","167","102","873","326","1215","84","169","06-12-2020 11:00:04"
"07006","455","521","85","73","529","289","852","48","76","06-12-2020 11:00:04"
"07007","639","773","130","117","738","427","1158","78","176","06-12-2020 11:00:04"
"07008","689","747","133","111","741","451","1258","54","124","06-12-2020 11:00:04"
"07009","533","671","110","112","730","252","965","77","162","06-12-2020 11:00:04"
"07010","652","722","150","121","822","281","1081","82","211","06-12-2020 11:00:04"
"07011","539","612","96","100","688","267","851","104","196","06-12-2020 11:00:04"
"07012","718","849","183","115","904","365","1274","117","176","06-12-2020 11:00:04"
"07013","564","648","94","105","676","337","1075","40","97","06-12-2020 11:00:04"
"07014","407","480","78","72","511","226","691","66","130","06-12-2020 11:00:04"
"07015","687","749","163","128","787","358","1229","51","156","06-12-2020 11:00:04"
"07016","673","696","162","135","743","329","1196","88","85","06-12-2020 11:00:04"
"07017","792","951","210","160","1001","372","1435","125","183","06-12-2020 11:00:04"
"07018","771","941","246","136","964","366","1407","74","231","06-12-2020 11:00:04"
"07019","721","802","164","128","874","357","1238","84","201","06-12-2020 11:00:04"
"07020","812","929","228","156","1009","348","1333","124","284","06-12-2020 11:00:04"
"07021","517","543","120","81","585","274","917","68","75","06-12-2020 11:00:04"
"07022","551","617","140","106","651","271","1003","32","133","06-12-2020 11:00:04"
"07023","654","663","150","123","806","238","1065","92","160","06-12-2020 11:00:04"
"07024","695","795","160","135","868","327","1228","93","169","06-12-2020 11:00:04"
"07025","683","771","175","121","882","276","1143","100","211","06-12-2020 11:00:04"
"07026","505","594","114","73","602","310","915","74","110","06-12-2020 11:00:04"
"07027","1003","1135","301","242","1183","412","1690","117","331","06-12-2020 11:00:04"
"07028","717","764","178","142","921","240","1174","100","207","06-12-2020 11:00:04"
"07029","628","674","128","102","716","356","1082","73","147","06-12-2020 11:00:04"
"07030","618","773","179","105","786","321","1113","47","231","06-12-2020 11:00:04"
"07031","771","845","203","153","946","314","1277","92","247","06-12-2020 11:00:04"
"07032","709","749","171","142","834","311","1209","65","184","06-12-2020 11:00:04"
"07033","681","776","168","130","827","332","1231","81","145","06-12-2020 11:00:04"
"07034","882","976","274","170","1060","354","1591","88","179","06-12-2020 11:00:04"
"07035","828","956","212","163","1001","408","1540","92","152","06-12-2020 11:00:04"
"07036","638","777","154","117","791","353","1232","58","125","06-12-2020 11:00:04"
"07037","692","800","166","139","831","356","1243","70","179","06-12-2020 11:00:04"
"07038","602","668","117","129","683","341","1065","63","142","06-12-2020 11:00:04"
"07039","759","895","169","167","1017","301","1329","119","206","06-12-2020 11:00:04"
"07040","668","821","172","124","885","308","1212","98","179","06-12-2020 11:00:04"
"07041","643","734","160","104","839","274","1055","82","240","06-12-2020 11:00:04"
"07042","680","835","182","104","891","338","1294","48","173","06-12-2020 11:00:04"
"07043","659","755","175","131","805","303","1154","73","187","06-12-2020 11:00:04"
"07044","623","704","124","111","737","355","1122","74","131","06-12-2020 11:00:04"
"07045","782","829","216","132","905","358","1322","75","214","06-12-2020 11:00:04"
"07046","659","765","176","96","748","404","1170","56","198","06-12-2020 11:00:04"
"07047","718","768","159","123","886","318","1206","81","199","06-12-2020 11:00:04"
"07048","605","738","154","138","742","309","1124","62","157","06-12-2020 11:00:04"
"07049","591","654","130","107","681","327","1022","58","165","06-12-2020 11:00:04"
"07050","571","650","145","106","751","219","955","78","188","06-12-2020 11:00:04"
"07051","821","968","230","167","1038","354","1466","98","225","06-12-2020 11:00:04"
"07052","616","649","188","100","628","349","1129","79","57","06-12-2020 11:00:04"
"07053","680","788","179","134","798","357","1328","45","95","06-12-2020 11:00:04"
"07054","745","836","236","163","831","351","1435","55","91","06-12-2020 11:00:04"
"07055","553","638","156","134","561","340","1147","19","25","06-12-2020 11:00:04"
"07056","602","609","150","123","665","273","1058","55","98","06-12-2020 11:00:04"
"07057","686","755","177","158","793","313","1298","25","118","06-12-2020 11:00:04"
"07058","659","710","173","127","742","327","1269","46","54","06-12-2020 11:00:04"
"07059","642","692","151","106","792","285","1047","110","177","06-12-2020 11:00:04"
"07060","911","963","208","171","1120","375","1575","99","200","06-12-2020 11:00:04"
"07061","594","624","156","128","661","273","1068","38","112","06-12-2020 11:00:04"
"07062","668","720","196","129","816","247","1119","63","206","06-12-2020 11:00:04"
"07063","706","754","208","131","804","317","1226","37","197","06-12-2020 11:00:04"
"07064","807","910","202","186","949","380","1382","58","277","06-12-2020 11:00:04"
"07065","845","943","224","176","1018","370","1312","87","389","06-12-2020 11:00:04"
"07066","869","953","235","162","1046","379","1379","82","361","06-12-2020 11:00:04"
"07067","740","840","211","152","916","301","1216","62","302","06-12-2020 11:00:04"
"07068","630","724","183","142","763","266","1034","54","266","06-12-2020 11:00:04"
"07069","700","770","168","144","821","337","1151","44","275","06-12-2020 11:00:04"
"07070","696","780","175","176","816","309","1150","33","293","06-12-2020 11:00:04"
"07071","641","724","156","110","720","379","1171","33","161","06-12-2020 11:00:04"
"07072","654","751","161","153","783","308","1160","51","194","06-12-2020 11:00:04"
"07073","526","642","135","93","629","311","906","28","234","06-12-2020 11:00:04"
"07074","820","907","217","190","941","379","1412","28","287","06-12-2020 11:00:04"
"07075","598","641","126","127","674","312","979","32","228","06-12-2020 11:00:04"
"07076","677","738","172","130","765","348","1145","47","223","06-12-2020 11:00:04"
"07077","665","704","166","150","784","269","1092","35","242","06-12-2020 11:00:04"
"07078","691","720","185","108","817","301","1151","64","196","06-12-2020 11:00:04"
"07079","704","781","180","136","780","389","1169","47","269","06-12-2020 11:00:04"
"07080","865","961","287","166","1052","321","1514","60","252","06-12-2020 11:00:04"
"07081","969","1029","204","199","1140","455","1703","55","240","06-12-2020 11:00:04"
"07082","623","665","142","146","732","268","1064","66","158","06-12-2020 11:00:04"
"07083","670","727","167","129","778","323","1119","44","234","06-12-2020 11:00:04"
"07084","682","696","163","137","800","278","1064","70","244","06-12-2020 11:00:04"
"07085","615","639","147","133","725","249","1073","42","139","06-12-2020 11:00:04"
"07086","696","763","168","122","864","305","1169","54","236","06-12-2020 11:00:04"
"07087","733","862","193","138","894","370","1329","57","209","06-12-2020 11:00:04"
"07088","822","881","233","209","990","271","1342","67","294","06-12-2020 11:00:04"
"07089","614","742","151","134","693","378","1169","53","134","06-12-2020 11:00:04"
"07090","723","765","224","137","810","317","1296","54","138","06-12-2020 11:00:04"
"07091","575","644","132","135","675","277","997","50","172","06-12-2020 11:00:04"
"07092","704","877","174","150","862","395","1103","39","439","06-12-2020 11:00:04"
"07093","900","896","210","263","903","420","1402","48","346","06-12-2020 11:00:04"
"07094","571","692","141","98","704","320","1056","33","174","06-12-2020 11:00:04"
"07095","732","829","184","170","879","328","1311","48","202","06-12-2020 11:00:04"
"07096","636","811","159","150","830","308","1184","73","190","06-12-2020 11:00:04"
"07097","376","501","91","55","391","340","763","29","85","06-12-2020 11:00:04"
"07098","1016","1175","327","231","1156","477","2006","75","110","06-12-2020 11:00:04"
"07099","499","542","71","106","643","221","980","15","46","06-12-2020 11:00:04"
"07100","568","662","128","90","597","415","1060","40","130","06-12-2020 11:00:04"
"07101","693","794","144","110","716","517","1258","40","189","06-12-2020 11:00:04"
"07102","361","335","119","58","439","80","588","31","77","06-12-2020 11:00:04"
"07103","757","832","176","264","859","290","1155","72","362","06-12-2020 11:00:04"
"07104","744","844","210","137","846","395","1368","49","171","06-12-2020 11:00:04"
"07105","486","560","119","88","550","289","967","20","59","06-12-2020 11:00:04"
"07106","544","644","149","100","623","316","1085","10","93","06-12-2020 11:00:04"
"07107","565","631","140","110","617","329","1099","32","65","06-12-2020 11:00:04"
"07108","580","656","133","120","659","324","1118","29","89","06-12-2020 11:00:04"
"07109","777","881","195","130","884","449","1425","50","183","06-12-2020 11:00:04"
"07110","451","581","111","92","472","357","930","17","85","06-12-2020 11:00:04"
"07111","399","507","94","76","398","338","852","21","33","06-12-2020 11:00:04"
"07112","635","680","153","122","742","298","1157","39","119","06-12-2020 11:00:04"
"07113","569","636","155","133","709","208","1038","19","148","06-12-2020 11:00:04"
"07114","560","642","148","110","677","267","1109","29","64","06-12-2020 11:00:04"
"07115","493","566","111","116","561","271","992","33","34","06-12-2020 11:00:04"
"07116","687","843","231","130","838","331","1376","40","114","06-12-2020 11:00:04"
"07117","1458","1321","374","285","1812","308","1272","99","1408","06-12-2020 11:00:04"
"07118","566","673","168","120","641","310","1094","27","118","06-12-2020 11:00:04"
"07119","605","690","156","125","759","255","1067","40","188","06-12-2020 11:00:04"
"07120","569","695","127","95","681","361","1060","29","175","06-12-2020 11:00:04"
"07121","518","642","126","98","608","328","939","29","192","06-12-2020 11:00:04"
"07122","596","730","156","101","702","367","1172","22","132","06-12-2020 11:00:04"
"07123","677","749","160","161","755","350","1255","23","148","06-12-2020 11:00:04"
"08001","582","678","129","105","670","356","1123","17","120","06-12-2020 11:00:04"
"08002","578","684","154","127","650","331","1148","28","86","06-12-2020 11:00:04"
"08003","565","641","121","108","644","333","1032","32","142","06-12-2020 11:00:04"
"08004","642","793","169","127","770","369","1122","35","278","06-12-2020 11:00:04"
"08005","538","615","97","121","615","320","996","29","128","06-12-2020 11:00:04"
"08006","756","857","194","172","895","352","1311","63","239","06-12-2020 11:00:04"
"08007","538","666","124","100","613","367","1060","30","114","06-12-2020 11:00:04"
"08008","766","879","177","145","895","428","1373","56","216","06-12-2020 11:00:04"
"08009","862","941","218","165","1070","350","1454","72","277","06-12-2020 11:00:04"
"08010","495","597","109","106","609","268","961","15","116","06-12-2020 11:00:04"
"08011","548","636","144","125","640","275","1030","32","122","06-12-2020 11:00:04"
"08012","583","743","134","133","756","303","1135","42","149","06-12-2020 11:00:04"
"08013","530","652","141","108","610","323","1002","26","154","06-12-2020 11:00:04"
"08014","601","699","148","156","734","262","1060","41","199","06-12-2020 11:00:04"
"08015","644","829","177","137","841","318","1143","39","291","06-12-2020 11:00:04"
"08016","513","631","152","97","579","316","959","26","159","06-12-2020 11:00:04"
"08017","660","735","170","111","726","388","1180","35","180","06-12-2020 11:00:04"
"08018","708","808","150","139","828","399","1291","27","198","06-12-2020 11:00:04"
"08019","837","994","213","149","1064","405","1384","60","387","06-12-2020 11:00:04"
"08020","660","748","162","124","805","317","1122","28","258","06-12-2020 11:00:04"
"08021","683","799","175","128","818","361","1227","33","222","06-12-2020 11:00:04"
"08022","579","677","122","112","715","307","1041","26","189","06-12-2020 11:00:04"
"08023","645","742","183","134","787","283","1098","49","240","06-12-2020 11:00:04"
"08024","625","748","144","122","761","346","1137","33","203","06-12-2020 11:00:04"
"08025","526","670","143","109","658","286","948","43","205","06-12-2020 11:00:04"
"08026","645","745","191","126","734","339","1145","40","205","06-12-2020 11:00:04"
"08027","699","712","202","99","753","357","1256","35","120","06-12-2020 11:00:04"
"08028","501","606","121","82","579","325","945","23","139","06-12-2020 11:00:04"
"08029","709","811","200","172","844","304","1330","24","166","06-12-2020 11:00:04"
"08030","714","787","214","144","831","312","1182","50","269","06-12-2020 11:00:04"
"08031","607","703","157","113","632","408","1125","21","164","06-12-2020 11:00:04"
"08032","593","701","147","108","679","360","1099","33","162","06-12-2020 11:00:04"
"08033","692","773","184","140","815","326","1159","39","267","06-12-2020 11:00:04"
"08034","543","726","157","108","663","341","940","21","308","06-12-2020 11:00:04"
